,snapshot,altitude (ft),heading,latitude,longitude,radar_id,ground speed (kts),squawk,date,flight_radar_flight_id,CAS (kts),TAS (kts),x (m),y (m),Distance (m),Distance (ft),ROC (ft/min)
0,1574796790,0,271,48.72703,2.36593,9996,0,0,2019-11-26T00:00:00.000Z,586933868,1.24856282689377,1.25147572032186,-994.236074223073,411.210684300948,,,
1,1574797366,0,236,48.72703,2.36592,9996,0,0,2019-11-26T00:00:00.000Z,586933868,5.54433205318692,5.55726696367198,-994.971782432516,411.210814750825,,,
2,1574797397,0,92,48.72702,2.3663,9996,0,0,2019-11-26T00:00:00.000Z,586933868,-1.11079333008607,-1.11338480768053,-967.015062197424,410.093881780135,,,
3,1574797451,0,5,48.72723,2.36634,9996,2,0,2019-11-26T00:00:00.000Z,586933868,-5.95566304025757,-5.96955758473396,-964.068214840763,433.446293146713,,,
4,1574797469,0,5,48.72717,2.36598,9996,0,0,2019-11-26T00:00:00.000Z,586933868,-7.95100790651301,-7.96955758473396,-990.55478370364,426.778645420439,,,
5,1574797542,0,77,48.7271,2.36627,9996,0,0,2019-11-26T00:00:00.000Z,586933868,-3.11857340526907,-3.12584902791419,-969.220649976647,418.990612389626,,,
6,1574797557,0,252,48.72703,2.36595,9996,0,0,2019-11-26T00:00:00.000Z,586933868,3.74703069063098,3.75577250228713,-992.764657804188,411.210423690675,,,
7,1574797573,0,5,48.72718,2.36622,9996,2,0,2019-11-26T00:00:00.000Z,586933868,-5.95566304025757,-5.96955758473396,-972.897642797386,427.887598877259,,,
8,1574797592,0,5,48.72745,2.36614,9996,17,0,2019-11-26T00:00:00.000Z,586933868,9.00942345665823,9.03044241526604,-978.778051428606,457.913802941703,,,
9,1574797621,0,178,48.7271,2.36613,9996,0,0,2019-11-26T00:00:00.000Z,586933868,7.8069671742571,7.82518080587045,-979.520550614029,418.992401532851,,,
10,1574797759,0,99,48.72709,2.36622,9996,0,0,2019-11-26T00:00:00.000Z,586933868,-0.139294278353751,-0.139619251498271,-972.899378808721,417.879205488193,,,
11,1574797877,0,5,48.72706,2.36597,9996,2,0,2019-11-26T00:00:00.000Z,586933868,-5.95566304025757,-5.96955758473396,-991.292651775138,414.546294591999,,,
12,1574797986,0,5,48.72726,2.36618,9996,15,0,2019-11-26T00:00:00.000Z,586933868,7.01407859040279,7.03044241526604,-975.838919094482,436.784459737515,,,
13,1574798071,0,5,48.72709,2.36597,9996,2,0,2019-11-26T00:00:00.000Z,586933868,-5.95566304025757,-5.96955758473396,-991.292062164916,417.882425717621,,,
14,1574798218,0,3,48.72706,2.36593,9996,0,0,2019-11-26T00:00:00.000Z,586933868,-7.92188747279642,-7.94036921313058,-994.235482862487,414.54681542595,,,
15,1574798338,0,56,48.72712,2.36616,9996,0,0,2019-11-26T00:00:00.000Z,586933868,-5.54433205318692,-5.55726696367198,-977.313041518235,421.216103972373,,,
16,1574798364,0,271,48.72712,2.36595,9996,0,0,2019-11-26T00:00:00.000Z,586933868,1.24856282689377,1.25147572032186,-992.762886347975,421.21881706732,,,
17,1574798376,0,165,48.72753,2.36585,9996,0,0,2019-11-26T00:00:00.000Z,586933868,7.23358636044363,7.2504622962932,-1000.11182554325,466.813916001768,,,
18,1574798408,0,170,48.72713,2.36595,9996,0,0,2019-11-26T00:00:00.000Z,586933868,7.50004338697313,7.51754096628727,-992.762689519507,422.330860775993,,,
19,1574798427,0,180,48.72756,2.36585,9996,0,0,2019-11-26T00:00:00.000Z,586933868,7.86012437688586,7.87846202409766,-1000.11123068193,470.150047125526,,,
20,1574798476,0,5,48.72693,2.36593,9996,13,0,2019-11-26T00:00:00.000Z,586933868,5.01873372414735,5.03044241526604,-994.238045425028,400.090247216664,,,
21,1574798497,0,5,48.72647,2.36585,9996,11,0,2019-11-26T00:00:00.000Z,586933868,3.02338885789191,3.03044241526604,-1000.13284397638,348.937282953606,,,
22,1574798653,0,253,48.72538,2.36396,9996,32,1000,2019-11-26T00:00:00.000Z,586933868,35.5489883120232,35.6319239979164,-1139.20785761228,227.751035749538,,,
23,1574798666,0,253,48.72516,2.36269,9996,15,1000,2019-11-26T00:00:00.000Z,586933868,18.588556948852,18.6319239979164,-1232.65123314423,203.305829227184,,,
24,1574798673,0,253,48.72501,2.36189,9996,15,1000,2019-11-26T00:00:00.000Z,586933868,18.588556948852,18.6319239979164,-1291.51391275641,186.638416970094,,,
25,1574798682,0,253,48.72481,2.36085,9996,16,1000,2019-11-26T00:00:00.000Z,586933868,19.5862293819797,19.6319239979164,-1368.03605522057,164.415682766823,,,
26,1574798694,0,267,48.72469,2.35967,9996,15,1000,2019-11-26T00:00:00.000Z,586933868,16.7605062226909,16.7996084347509,-1454.856906149,151.093004070164,,,
27,1574798700,0,278,48.72473,2.35897,9996,15,1000,2019-11-26T00:00:00.000Z,586933868,15.2436326232367,15.27919597362,-1506.35767549105,155.554772863087,,,
28,1574798713,0,264,48.72476,2.35762,9996,15,1000,2019-11-26T00:00:00.000Z,586933868,17.1650528284265,17.205098846536,-1605.68185783296,158.918456402506,,,
29,1574798721,0,253,48.72461,2.35671,9996,31,1000,2019-11-26T00:00:00.000Z,586933868,34.5513158788955,34.6319239979164,-1672.63929209516,142.25736652934,,,
30,1574798729,0,295,48.7247,2.35602,9996,34,1000,2019-11-26T00:00:00.000Z,586933868,31.8551297146047,31.9294476391798,-1723.40251913772,152.281126903384,,,
31,1574798738,0,343,48.72523,2.3557,9996,32,1000,2019-11-26T00:00:00.000Z,586933868,24.8140566847296,24.8719478064931,-1746.9279134452,211.226722523941,,,
32,1574798755,0,345,48.72642,2.35519,9996,15,1000,2019-11-26T00:00:00.000Z,586933868,7.73150013647217,7.7495377037068,-1784.40827159634,343.571725774214,,,
33,1574798773,0,343,48.72778,2.35463,9996,17,1000,2019-11-26T00:00:00.000Z,586933868,9.84897018781379,9.87194780649306,-1825.55920491578,494.822916483703,,,
34,1574798785,0,343,48.72854,2.35433,9996,34,1000,2019-11-26T00:00:00.000Z,586933868,26.809401550985,26.8719478064931,-1847.60228252727,579.345458202607,,,
35,1574798809,0,19,48.73001,2.35382,9996,31,1000,2019-11-26T00:00:00.000Z,586933868,23.0447299874919,23.0984932752389,-1885.06733502602,742.828353805712,,,
36,1574798820,0,47,48.73054,2.35445,9996,33,1000,2019-11-26T00:00:00.000Z,586933868,26.5489772332861,26.6109159196217,-1838.70113397602,801.751282080913,,,
37,1574798874,0,61,48.73276,2.35868,9996,16,1000,2019-11-26T00:00:00.000Z,586933868,10.9399140839989,10.9654368716013,-1527.4509807626,1048.53160292481,,,
38,1574798883,0,61,48.73312,2.35968,9996,17,1000,2019-11-26T00:00:00.000Z,586933868,11.9375865171266,11.9654368716013,-1453.87813954916,1088.54562594806,,,
39,1574798892,0,47,48.73348,2.36051,9996,17,1000,2019-11-26T00:00:00.000Z,586933868,10.5862183032426,10.6109159196217,-1392.81178871921,1128.56370540762,,,
40,1574798901,0,16,48.73405,2.36094,9996,17,1000,2019-11-26T00:00:00.000Z,586933868,9.02277472996438,9.04382483705381,-1361.16499659112,1191.94243008764,,,
41,1574798910,0,340,48.73472,2.36083,9996,30,1000,2019-11-26T00:00:00.000Z,586933868,23.0180956198793,23.0717967697245,-1369.23846931987,1266.45132581321,,,
